0-0-0 MidiPresetIdentity[deviceMode=null, bankName=$0, name=Piano 1, category=null]
8-0-80 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Sine Wave, category=null]
8-0-81 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Doctor Solo, category=null]
8-0-84 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Dist.Lead, category=null]
8-0-95 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Converge, category=null]
8-0-96 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Clavi Pad, category=null]
8-0-97 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Rave, category=null]
8-0-98 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Vibra Bells, category=null]
8-0-104 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Tambra, category=null]
8-0-105 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Rabab, category=null]
8-0-107 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Taisho Koto, category=null]
8-0-111 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Pungi, category=null]
8-0-112 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Bonang, category=null]
8-0-113 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Atarigane, category=null]
8-0-115 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Castanets, category=null]
8-0-116 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Concert BD, category=null]
8-0-117 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Melo. Tom 2, category=null]
8-0-118 MidiPresetIdentity[deviceMode=null, bankName=$800, name=808 Tom, category=null]
8-0-119 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Rev.Snare 1, category=null]
8-0-125 MidiPresetIdentity[deviceMode=null, bankName=$800, name=Starship, category=null]
9-0-14 MidiPresetIdentity[deviceMode=null, bankName=$900, name=Carillon, category=null]
9-0-16 MidiPresetIdentity[deviceMode=null, bankName=$900, name=Organ 109, category=null]
9-0-25 MidiPresetIdentity[deviceMode=null, bankName=$900, name=Nylon+Steel, category=null]
9-0-30 MidiPresetIdentity[deviceMode=null, bankName=$900, name=Feedback Gt2, category=null]
9-0-38 MidiPresetIdentity[deviceMode=null, bankName=$900, name=TB303 Bass, category=null]
9-0-39 MidiPresetIdentity[deviceMode=null, bankName=$900, name=X Wire Bass, category=null]
9-0-44 MidiPresetIdentity[deviceMode=null, bankName=$900, name=Suspense Str, category=null]
9-0-48 MidiPresetIdentity[deviceMode=null, bankName=$900, name=Orchestra 2, category=null]
9-0-49 MidiPresetIdentity[deviceMode=null, bankName=$900, name=Warm Strings, category=null]
9-0-52 MidiPresetIdentity[deviceMode=null, bankName=$900, name=Mello Choir, category=null]
9-0-55 MidiPresetIdentity[deviceMode=null, bankName=$900, name=Philly Hit, category=null]
9-0-62 MidiPresetIdentity[deviceMode=null, bankName=$900, name=Quack Brass, category=null]
9-0-95 MidiPresetIdentity[deviceMode=null, bankName=$900, name=Shwimmer, category=null]
9-0-98 MidiPresetIdentity[deviceMode=null, bankName=$900, name=Digi Bells, category=null]
9-0-112 MidiPresetIdentity[deviceMode=null, bankName=$900, name=Gender, category=null]
9-0-117 MidiPresetIdentity[deviceMode=null, bankName=$900, name=Rock Tom, category=null]
9-0-118 MidiPresetIdentity[deviceMode=null, bankName=$900, name=Elec Perc, category=null]
9-0-119 MidiPresetIdentity[deviceMode=null, bankName=$900, name=Rev.Snare 2, category=null]
9-0-125 MidiPresetIdentity[deviceMode=null, bankName=$900, name=Burst Noise, category=null]
10-0-38 MidiPresetIdentity[deviceMode=null, bankName=$A00, name=Tekno Bass, category=null]
10-0-48 MidiPresetIdentity[deviceMode=null, bankName=$A00, name=Tremolo Orch, category=null]
10-0-49 MidiPresetIdentity[deviceMode=null, bankName=$A00, name=St.Slow Str., category=null]
10-0-55 MidiPresetIdentity[deviceMode=null, bankName=$A00, name=Double Hit, category=null]
10-0-95 MidiPresetIdentity[deviceMode=null, bankName=$A00, name=Celestial Pd, category=null]
10-0-112 MidiPresetIdentity[deviceMode=null, bankName=$A00, name=Gamelan Gong, category=null]
11-0-48 MidiPresetIdentity[deviceMode=null, bankName=$B00, name=Choir Str., category=null]
11-0-112 MidiPresetIdentity[deviceMode=null, bankName=$B00, name=St.Gamelan, category=null]
16-0-0 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Piano 1d, category=null]
16-0-4 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=FM+SA EP, category=null]
16-0-5 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=St.FM EP, category=null]
16-0-6 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Harpsi.w, category=null]
16-0-12 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Barafon, category=null]
16-0-16 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=60's Organ 1, category=null]
16-0-18 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Rotary Org.S, category=null]
16-0-19 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Church Org.3, category=null]
16-0-24 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Nylon Gt.o, category=null]
16-0-25 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Mandolin, category=null]
16-0-28 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Funk Gt.2, category=null]
16-0-30 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Power Guitar, category=null]
16-0-31 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Ac.Gt.Harmnx, category=null]
16-0-38 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Reso SH Bass, category=null]
16-0-39 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Rubber Bass, category=null]
16-0-48 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=St.Strings, category=null]
16-0-55 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Lo Fi Rave, category=null]
16-0-60 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Horn Orch, category=null]
16-0-61 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Brass Fall, category=null]
16-0-62 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Octave Brass, category=null]
16-0-63 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Velo Brass 1, category=null]
16-0-81 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Waspy Synth, category=null]
16-0-98 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Choral Bells, category=null]
16-0-104 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Tamboura, category=null]
16-0-105 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Gopichant, category=null]
16-0-107 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Kanoon, category=null]
16-0-111 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Hichiriki, category=null]
16-0-112 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=RAMA Cymbal, category=null]
16-0-119 MidiPresetIdentity[deviceMode=null, bankName=$1000, name=Rev.Kick 1, category=null]
17-0-12 MidiPresetIdentity[deviceMode=null, bankName=$1100, name=Barafon 2, category=null]
17-0-16 MidiPresetIdentity[deviceMode=null, bankName=$1100, name=60's Organ 2, category=null]
17-0-30 MidiPresetIdentity[deviceMode=null, bankName=$1100, name=Power Gt.2, category=null]
17-0-39 MidiPresetIdentity[deviceMode=null, bankName=$1100, name=SH101 Bass 1, category=null]
17-0-63 MidiPresetIdentity[deviceMode=null, bankName=$1100, name=Velo Brass 2, category=null]
17-0-98 MidiPresetIdentity[deviceMode=null, bankName=$1100, name=Air Bells, category=null]
17-0-119 MidiPresetIdentity[deviceMode=null, bankName=$1100, name=RevConBD, category=null]
18-0-16 MidiPresetIdentity[deviceMode=null, bankName=$1200, name=60's Organ 3, category=null]
18-0-30 MidiPresetIdentity[deviceMode=null, bankName=$1200, name=5th Dist., category=null]
18-0-31 MidiPresetIdentity[deviceMode=null, bankName=$1200, name=Gt. Feedback, category=null]
18-0-39 MidiPresetIdentity[deviceMode=null, bankName=$1200, name=SH101 Bass 2, category=null]
18-0-98 MidiPresetIdentity[deviceMode=null, bankName=$1200, name=Bell Harp, category=null]
19-0-39 MidiPresetIdentity[deviceMode=null, bankName=$1300, name=Smooth Bass, category=null]
19-0-98 MidiPresetIdentity[deviceMode=null, bankName=$1300, name=Gamelimba, category=null]
24-0-4 MidiPresetIdentity[deviceMode=null, bankName=$1800, name=60's E.Piano, category=null]
24-0-5 MidiPresetIdentity[deviceMode=null, bankName=$1800, name=Hard FM EP, category=null]
24-0-6 MidiPresetIdentity[deviceMode=null, bankName=$1800, name=Harpsi.o, category=null]
24-0-12 MidiPresetIdentity[deviceMode=null, bankName=$1800, name=Log drum, category=null]
24-0-16 MidiPresetIdentity[deviceMode=null, bankName=$1800, name=Cheese Organ, category=null]
24-0-18 MidiPresetIdentity[deviceMode=null, bankName=$1800, name=Rotary Org.F, category=null]
24-0-19 MidiPresetIdentity[deviceMode=null, bankName=$1800, name=Organ Flute, category=null]
24-0-24 MidiPresetIdentity[deviceMode=null, bankName=$1800, name=Velo Harmnix, category=null]
24-0-30 MidiPresetIdentity[deviceMode=null, bankName=$1800, name=Rock Rhythm, category=null]
24-0-48 MidiPresetIdentity[deviceMode=null, bankName=$1800, name=Velo Strings, category=null]
24-0-56 MidiPresetIdentity[deviceMode=null, bankName=$1800, name=Bright Tp., category=null]
24-0-105 MidiPresetIdentity[deviceMode=null, bankName=$1800, name=Oud, category=null]
24-0-119 MidiPresetIdentity[deviceMode=null, bankName=$1800, name=Rev.Tom 1, category=null]
25-0-4 MidiPresetIdentity[deviceMode=null, bankName=$1900, name=Hard Rhodes, category=null]
25-0-30 MidiPresetIdentity[deviceMode=null, bankName=$1900, name=Rock Rhythm2, category=null]
25-0-56 MidiPresetIdentity[deviceMode=null, bankName=$1900, name=Warm Tp., category=null]
25-0-119 MidiPresetIdentity[deviceMode=null, bankName=$1900, name=Rev.Tom 2, category=null]
26-0-4 MidiPresetIdentity[deviceMode=null, bankName=$1A00, name=MellowRhodes, category=null]
32-0-16 MidiPresetIdentity[deviceMode=null, bankName=$2000, name=Organ 4, category=null]
32-0-17 MidiPresetIdentity[deviceMode=null, bankName=$2000, name=Organ 5, category=null]
32-0-19 MidiPresetIdentity[deviceMode=null, bankName=$2000, name=Trem. Flute, category=null]
32-0-24 MidiPresetIdentity[deviceMode=null, bankName=$2000, name=Nylon Gt.2, category=null]
32-0-25 MidiPresetIdentity[deviceMode=null, bankName=$2000, name=Steel Gt.2, category=null]
32-0-52 MidiPresetIdentity[deviceMode=null, bankName=$2000, name=Choir Aahs 2, category=null]
33-0-16 MidiPresetIdentity[deviceMode=null, bankName=$2100, name=Even Bar, category=null]
40-0-16 MidiPresetIdentity[deviceMode=null, bankName=$2800, name=Organ Bass, category=null]
40-0-24 MidiPresetIdentity[deviceMode=null, bankName=$2800, name=Lequint Gt., category=null]
86-64-0 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Pop Kit 1, category=null]
86-64-1 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Rock Kit, category=null]
86-64-2 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Brush Jz Kit, category=null]
86-64-3 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=HipHop Kit, category=null]
86-64-4 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=R&B Kit, category=null]
86-64-5 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Dance Kit 1, category=null]
86-64-6 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Dance Kit 2, category=null]
86-64-7 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Dance Kit 3, category=null]
86-64-8 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Pop Kit 2, category=null]
86-64-9 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Dance Kit 4, category=null]
86-64-10 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Ambi Pop 1, category=null]
86-64-11 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Ambi Rock, category=null]
86-64-12 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Ambi BrushJz, category=null]
86-64-13 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Ambi HipHop, category=null]
86-64-14 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Ambi R&B, category=null]
86-64-15 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Ambi Dance 1, category=null]
86-64-16 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Ambi Dance 2, category=null]
86-64-17 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Ambi Dance 3, category=null]
86-64-18 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Ambi Pop 2, category=null]
86-64-19 MidiPresetIdentity[deviceMode=null, bankName=$5640, name=Ambi Dance 4, category=null]
120-0-0 MidiPresetIdentity[deviceMode=null, bankName=$7800, name=GM2 STANDARD, category=null]
120-0-8 MidiPresetIdentity[deviceMode=null, bankName=$7800, name=GM2 ROOM, category=null]
120-0-16 MidiPresetIdentity[deviceMode=null, bankName=$7800, name=GM2 POWER, category=null]
120-0-24 MidiPresetIdentity[deviceMode=null, bankName=$7800, name=GM2 ELECTRIC, category=null]
120-0-25 MidiPresetIdentity[deviceMode=null, bankName=$7800, name=GM2 ANALOG, category=null]
120-0-32 MidiPresetIdentity[deviceMode=null, bankName=$7800, name=GM2 JAZZ, category=null]
120-0-40 MidiPresetIdentity[deviceMode=null, bankName=$7800, name=GM2 BRUSH, category=null]
120-0-48 MidiPresetIdentity[deviceMode=null, bankName=$7800, name=GM2 ORCHSTRA, category=null]
120-0-56 MidiPresetIdentity[deviceMode=null, bankName=$7800, name=GM2 SFX, category=null]
